season,geography,week,target,predicted_value,predicted_per_100k,cases_q05,cases_q25,cases_q50,cases_q75,cases_q95
2026/2027,Jigawa,46,cases,612.33401058,8.77385,0.0,0.0,8.77385,14.6258125,698.0769999999995
2026/2027,Jigawa,47,cases,696.9832719,9.98675,0.0,0.0,9.98675,15.838712500000002,699.2898999999995
2026/2027,Jigawa,48,cases,824.6446032599999,11.81595,0.0,0.0,11.81595,17.6679125,701.1190999999995
2026/2027,Jigawa,49,cases,838.0234996199999,12.00765,0.0,0.0,12.00765,17.8596125,701.3107999999995
2026/2027,Jigawa,50,cases,735.8567475,10.54375,0.0,0.0,10.54375,16.395712500000002,699.8468999999996
2026/2027,Jigawa,51,cases,532.19323494,7.62555,0.0,0.0,7.62555,13.4775125,696.9286999999995
2026/2027,Jigawa,52,cases,525.9993014400001,7.5368,0.0,0.0,7.5368,13.388762500000002,696.8399499999995
2026/2027,Kaduna,1,cases,1863.3995215350003,22.3851,0.0,5.053462500000002,22.3851,28.2370625,711.6882499999995
2026/2027,Kaduna,2,cases,626.53563481,7.5266,0.0,0.0,7.5266,13.3785625,696.8297499999995
2026/2027,Kaduna,3,cases,584.4064284250001,7.0205,0.0,0.0,7.0205,12.8724625,696.3236499999995
2026/2027,Kaduna,4,cases,917.5817734075,11.02295,0.0,0.0,11.02295,16.8749125,700.3260999999995
2026/2027,Kaduna,5,cases,627.6802239975,7.54035,0.0,0.0,7.54035,13.3923125,696.8434999999995
2026/2027,Kaduna,6,cases,518.594631215,6.2299,0.0,0.0,6.2299,12.0818625,695.5330499999995
2026/2027,Kaduna,7,cases,714.4026251275002,8.582150000000002,0.0,0.0,8.582150000000002,14.434112500000005,697.8852999999995
2026/2027,Kaduna,8,cases,864.7725093675001,10.38855,0.0,0.0,10.38855,16.2405125,699.6916999999995
2026/2027,Kaduna,9,cases,779.4985338275001,9.36415,0.0,0.0,9.36415,15.2161125,698.6672999999995
2026/2027,Kaduna,10,cases,1641.43246201,19.7186,0.0,2.3869625000000028,19.7186,25.5705625,709.0217499999995
2026/2027,Kaduna,11,cases,1988.7008214975003,23.89035,0.0,6.558712500000002,23.89035,29.742312500000004,713.1934999999995
2026/2027,Kaduna,12,cases,3031.5006520175,36.41755,0.0,19.0859125,36.41755,42.2695125,725.7206999999995
2026/2027,Kaduna,13,cases,13425.2278758725,161.27785,0.0,143.9462125,161.27785,167.1298125,850.5809999999994
2026/2027,Kaduna,14,cases,60094.59502915,721.919,436.9947,704.5873624999999,721.919,727.7709625,1411.2221499999996
2026/2027,Kaduna,15,cases,86899.48780694752,1043.9273500000002,759.0030500000001,1026.5957125000002,1043.9273500000002,1049.7793125,1733.2304999999997
2026/2027,Kaduna,16,cases,200843.37055757,2412.7402,2127.8159,2395.4085625,2412.7402,2418.5921625,3102.04335
2026/2027,Kaduna,17,cases,197170.6668805725,2368.61985,2083.69555,2351.2882125,2368.61985,2374.4718125,3057.923
2026/2027,Kaduna,18,cases,117238.41832221248,1408.39025,1123.4659499999998,1391.0586125,1408.39025,1414.2422124999998,2097.693399999999
2026/2027,Kaduna,19,cases,20218.30643369,242.8834,0.0,225.5517625,242.8834,248.7353625,932.1865499999994
2026/2027,Kaduna,20,cases,5365.4720046025,64.45565,0.0,47.124012500000006,64.45565,70.3076125,753.7587999999995
2026/2027,Kaduna,21,cases,2129.0565908825,25.57645,0.0,8.244812500000002,25.57645,31.4284125,714.8795999999995
2026/2027,Kaduna,22,cases,1729.52004588,20.7768,0.0,3.445162500000002,20.7768,26.6287625,710.0799499999995
2026/2027,Kaduna,23,cases,2588.9067428525,31.10065,0.0,13.769012500000002,31.10065,36.9526125,720.4037999999995
2026/2027,Kaduna,24,cases,7854.270896045001,94.3537,0.0,77.0220625,94.3537,100.2056625,783.6568499999995
2026/2027,Kaduna,25,cases,14844.256253395,178.3247,0.0,160.9930625,178.3247,184.1766625,867.6278499999995
2026/2027,Kaduna,26,cases,17736.2918345225,213.06685,0.0,195.7352125,213.06685,218.91881250000003,902.3699999999995
2026/2027,Kaduna,27,cases,70130.361349435,842.4791,557.5548,825.1474625000001,842.4791,848.3310625,1531.7822499999995
2026/2027,Kaduna,28,cases,99520.4940225425,1195.54405,910.61975,1178.2124125,1195.54405,1201.3960125,1884.8471999999997
2026/2027,Kaduna,29,cases,59612.42330695249,716.1266499999999,431.2023499999999,698.7950125,716.1266499999999,721.9786124999999,1405.4297999999994
2026/2027,Kaduna,30,cases,37382.857239415,449.0819,164.1576,431.7502625,449.0819,454.9338625,1138.3850499999994
2026/2027,Kaduna,31,cases,27129.764648492503,325.91105000000005,40.98675000000003,308.57941250000005,325.91105000000005,331.76301250000006,1015.2141999999996
2026/2027,Kaduna,32,cases,7063.526253182499,84.85445,0.0,67.5228125,84.85445,90.7064125,774.1575999999995
2026/2027,Kaduna,33,cases,1304.4612430675002,15.670550000000002,0.0,0.0,15.670550000000002,21.522512500000005,704.9736999999996
2026/2027,Kaduna,34,cases,787.1069303175001,9.45555,0.0,0.0,9.45555,15.3075125,698.7586999999995
2026/2027,Kaduna,35,cases,631.5510165225,7.58685,0.0,0.0,7.58685,13.4388125,696.8899999999995
2026/2027,Kaduna,36,cases,558.6552527775,6.71115,0.0,0.0,6.71115,12.5631125,696.0142999999995
2026/2027,Kaduna,37,cases,725.3532220449999,8.7137,0.0,0.0,8.7137,14.5656625,698.0168499999995
2026/2027,Kaduna,38,cases,938.9543751450002,11.279700000000002,0.0,0.0,11.279700000000002,17.131662500000004,700.5828499999996
2026/2027,Kaduna,39,cases,536.2129804175001,6.441550000000001,0.0,0.0,6.441550000000001,12.293512500000002,695.7446999999995
2026/2027,Kaduna,40,cases,358.701764935,4.3091,0.0,0.0,4.3091,10.1610625,693.6122499999994
2026/2027,Kaduna,41,cases,576.10711628,6.9208,0.0,0.0,6.9208,12.7727625,696.2239499999995
2026/2027,Kaduna,42,cases,694.2828282825001,8.34045,0.0,0.0,8.34045,14.1924125,697.6435999999995
2026/2027,Kaduna,43,cases,667.532738435,8.019100000000002,0.0,0.0,8.019100000000002,13.871062500000004,697.3222499999995
2026/2027,Kaduna,44,cases,435.701401185,5.234100000000001,0.0,0.0,5.234100000000001,11.0860625,694.5372499999995
2026/2027,Kaduna,45,cases,485.5805169050001,5.8333,0.0,0.0,5.8333,11.6852625,695.1364499999995
2026/2027,Kaduna,46,cases,1056.8304128875002,12.69575,0.0,0.0,12.69575,18.547712500000003,701.9988999999995
2026/2027,Kaduna,47,cases,690.7949528675,8.29855,0.0,0.0,8.29855,14.1505125,697.6016999999995
2026/2027,Kaduna,48,cases,513.9413559,6.174,0.0,0.0,6.174,12.0259625,695.4771499999995
2026/2027,Kaduna,49,cases,441.594994965,5.3049,0.0,0.0,5.3049,11.1568625,694.6080499999995
2026/2027,Kaduna,50,cases,686.1083804125001,8.24225,0.0,0.0,8.24225,14.0942125,697.5453999999995
2026/2027,Kaduna,51,cases,850.117605625,10.2125,0.0,0.0,10.2125,16.0644625,699.5156499999995
2026/2027,Kaduna,52,cases,912.6954181125,10.96425,0.0,0.0,10.96425,16.8162125,700.2673999999995
2026/2027,Kano,1,cases,2571.441480192,15.820800000000002,0.0,0.0,15.820800000000002,21.672762500000005,705.1239499999995
2026/2027,Kano,2,cases,874.8960355720002,5.3828000000000005,0.0,0.0,5.3828000000000005,11.234762500000002,694.6859499999995
2026/2027,Kano,3,cases,1560.4219717450003,9.6005,0.0,0.0,9.6005,15.4524625,698.9036499999995
2026/2027,Kano,4,cases,1448.9957665755,8.914950000000001,0.0,0.0,8.914950000000001,14.766912500000002,698.2180999999995
2026/2027,Kano,5,cases,1378.9836042580002,8.484200000000001,0.0,0.0,8.484200000000001,14.336162500000002,697.7873499999995
2026/2027,Kano,6,cases,1512.539016391,9.3059,0.0,0.0,9.3059,15.157862500000002,698.6090499999995
2026/2027,Kano,7,cases,1227.4436401565,7.55185,0.0,0.0,7.55185,13.4038125,696.8549999999994
2026/2027,Kano,8,cases,1101.405494436,6.776400000000001,0.0,0.0,6.776400000000001,12.6283625,696.0795499999995
2026/2027,Kano,9,cases,1206.6228438875,7.42375,0.0,0.0,7.42375,13.2757125,696.7268999999995
2026/2027,Kano,10,cases,2401.640653789,14.7761,0.0,0.0,14.7761,20.6280625,704.0792499999995
2026/2027,Kano,11,cases,2491.717822347,15.3303,0.0,0.0,15.3303,21.1822625,704.6334499999995
2026/2027,Kano,12,cases,2839.4543764274995,17.469749999999998,0.0,0.1381124999999983,17.469749999999998,23.3217125,706.7728999999995
2026/2027,Kano,13,cases,4480.339542497,27.5653,0.0,10.2336625,27.5653,33.4172625,716.8684499999995
2026/2027,Kano,14,cases,17420.732607239002,107.1811,0.0,89.84946250000002,107.1811,113.0330625,796.4842499999995
2026/2027,Kano,15,cases,74062.644249594,455.6706,170.74630000000002,438.3389625,455.6706,461.5225625000001,1144.9737499999997
2026/2027,Kano,16,cases,89204.011652171,548.8279,263.9036,531.4962625000001,548.8279,554.6798625,1238.1310499999995
2026/2027,Kano,17,cases,183206.200997534,1127.1766,842.2523,1109.8449625,1127.1766,1133.0285625,1816.4797499999995
2026/2027,Kano,18,cases,373307.1005934466,2296.7728500000003,2011.84855,2279.4412125000003,2296.7728500000003,2302.6248125,2986.076
2026/2027,Kano,19,cases,174089.341560199,1071.0851,786.1608,1053.7534625,1071.0851,1076.9370625,1760.3882499999995
2026/2027,Kano,20,cases,82885.119407441,509.9509000000001,225.02660000000003,492.6192625000001,509.9509000000001,515.8028625000001,1199.2540499999996
2026/2027,Kano,21,cases,24024.825876272,147.8128,0.0,130.4811625,147.8128,153.66476250000002,837.1159499999995
2026/2027,Kano,22,cases,7423.621589936501,45.67385,0.0,28.3422125,45.67385,51.5258125,734.9769999999995
2026/2027,Kano,23,cases,6617.3399114680005,40.7132,0.0,23.3815625,40.7132,46.5651625,730.0163499999995
2026/2027,Kano,24,cases,14803.764936298,91.0802,0.0,73.74856249999999,91.0802,96.9321625,780.3833499999995
2026/2027,Kano,25,cases,22204.704698605005,136.61450000000002,0.0,119.28286250000002,136.61450000000002,142.46646250000003,825.9176499999995
2026/2027,Kano,26,cases,54730.136701877,336.7273,51.803,319.3956625,336.7273,342.5792625,1026.0304499999995
2026/2027,Kano,27,cases,101253.2470055665,622.96085,338.03655000000003,605.6292125,622.96085,628.8128125000001,1312.2639999999997
2026/2027,Kano,28,cases,177986.51189135047,1095.06245,810.1381499999999,1077.7308125,1095.06245,1100.9144124999998,1784.3655999999994
2026/2027,Kano,29,cases,221661.60219828956,1363.77355,1078.8492500000002,1346.4419125000002,1363.77355,1369.6255125,2053.0767
2026/2027,Kano,30,cases,86851.960576381,534.3569,249.4326,517.0252625,534.3569,540.2088625,1223.6600499999995
2026/2027,Kano,31,cases,42168.410694962506,259.44125,0.0,242.10961250000005,259.44125,265.29321250000004,948.7443999999996
2026/2027,Kano,32,cases,10981.8322834675,67.56575000000001,0.0,50.23411250000001,67.56575000000001,73.41771250000001,756.8688999999995
2026/2027,Kano,33,cases,2931.9208166885,18.03865,0.0,0.7070125000000012,18.03865,23.890612500000003,707.3417999999995
2026/2027,Kano,34,cases,1512.9697354395,9.30855,0.0,0.0,9.30855,15.1605125,698.6116999999995
2026/2027,Kano,35,cases,1357.2607360195,8.35055,0.0,0.0,8.35055,14.2025125,697.6536999999995
2026/2027,Kano,36,cases,1516.7568123565,9.33185,0.0,0.0,9.33185,15.1838125,698.6349999999995
2026/2027,Kano,37,cases,1971.0109998085,12.12665,0.0,0.0,12.12665,17.978612500000004,701.4297999999995
2026/2027,Kano,38,cases,1980.283649513,12.1837,0.0,0.0,12.1837,18.0356625,701.4868499999995
2026/2027,Kano,39,cases,1810.872908286,11.1414,0.0,0.0,11.1414,16.993362500000003,700.4445499999995
2026/2027,Kano,40,cases,1272.018998289,7.8261,0.0,0.0,7.8261,13.6780625,697.1292499999995
2026/2027,Kano,41,cases,1504.4041151165,9.25585,0.0,0.0,9.25585,15.1078125,698.5589999999995
2026/2027,Kano,42,cases,933.392558423,5.742700000000001,0.0,0.0,5.742700000000001,11.594662500000002,695.0458499999995
2026/2027,Kano,43,cases,1331.783297962,8.1938,0.0,0.0,8.1938,14.0457625,697.4969499999995
2026/2027,Kano,44,cases,1257.065733209,7.7341,0.0,0.0,7.7341,13.5860625,697.0372499999995
2026/2027,Kano,45,cases,1394.0100103085003,8.57665,0.0,0.0,8.57665,14.428612500000002,697.8797999999995
2026/2027,Kano,46,cases,1564.6885283575002,9.62675,0.0,0.0,9.62675,15.478712500000002,698.9298999999995
2026/2027,Kano,47,cases,1606.907121885,9.8865,0.0,0.0,9.8865,15.7384625,699.1896499999995
2026/2027,Kano,48,cases,1406.3952146465,8.65285,0.0,0.0,8.65285,14.504812500000002,697.9559999999994
2026/2027,Kano,49,cases,1290.759340286,7.9414,0.0,0.0,7.9414,13.7933625,697.2445499999995
2026/2027,Kano,50,cases,1386.6471526115,8.53135,0.0,0.0,8.53135,14.3833125,697.8344999999995
2026/2027,Kano,51,cases,1173.034884879,7.2171,0.0,0.0,7.2171,13.0690625,696.5202499999995
2026/2027,Kano,52,cases,1084.3961554075,6.67175,0.0,0.0,6.67175,12.523712500000002,695.9748999999995
2026/2027,Katsina,1,cases,3368.668113265,36.22075,0.0,18.889112500000003,36.22075,42.0727125,725.5238999999995
2026/2027,Katsina,2,cases,978.869855691,10.52505,0.0,0.0,10.52505,16.3770125,699.8281999999995
2026/2027,Katsina,3,cases,846.0417999670002,9.096850000000002,0.0,0.0,9.096850000000002,14.948812500000004,698.3999999999995
2026/2027,Katsina,4,cases,994.745607765,10.69575,0.0,0.0,10.69575,16.547712500000003,699.9988999999995
2026/2027,Katsina,5,cases,1037.0809466290002,11.150950000000002,0.0,0.0,11.150950000000002,17.0029125,700.4540999999995
2026/2027,Katsina,6,cases,1153.554280606,12.4033,0.0,0.0,12.4033,18.2552625,701.7064499999994
2026/2027,Katsina,7,cases,1490.976789757,16.03135,0.0,0.0,16.03135,21.8833125,705.3344999999995
2026/2027,Katsina,8,cases,629.4405533780001,6.767900000000001,0.0,0.0,6.767900000000001,12.619862500000002,696.0710499999996
2026/2027,Katsina,9,cases,1150.136390221,12.36655,0.0,0.0,12.36655,18.218512500000003,701.6696999999995
2026/2027,Katsina,10,cases,1030.682283813,11.08215,0.0,0.0,11.08215,16.9341125,700.3852999999995
2026/2027,Katsina,11,cases,768.369659694,8.261700000000001,0.0,0.0,8.261700000000001,14.113662500000002,697.5648499999995
2026/2027,Katsina,12,cases,1957.31189381,21.0455,0.0,3.713862500000001,21.0455,26.897462500000003,710.3486499999995
2026/2027,Katsina,13,cases,4678.329305741,50.30255,0.0,32.970912500000004,50.30255,56.1545125,739.6056999999995
2026/2027,Katsina,14,cases,10682.762879334,114.8637,0.0,97.5320625,114.8637,120.7156625,804.1668499999995
2026/2027,Katsina,15,cases,37143.96793580201,399.38110000000006,114.45680000000004,382.04946250000006,399.38110000000006,405.2330625000001,1088.6842499999996
2026/2027,Katsina,16,cases,72754.154073692,782.2706,497.3462999999999,764.9389624999999,782.2706,788.1225625,1471.5737499999996
2026/2027,Katsina,17,cases,143151.99126501,1539.2055,1254.2812,1521.8738625,1539.2055,1545.0574625,2228.50865
2026/2027,Katsina,18,cases,129274.435564092,1389.9906,1105.0663,1372.6589625,1389.9906,1395.8425625,2079.29375
2026/2027,Katsina,19,cases,109096.647640071,1173.0340500000002,888.1097500000002,1155.7024125000005,1173.0340500000002,1178.8860125,1862.3372
2026/2027,Katsina,20,cases,42245.73898381201,454.23660000000007,169.31230000000005,436.90496250000007,454.23660000000007,460.0885625000001,1143.5397499999997
2026/2027,Katsina,21,cases,11311.887219724002,121.62820000000002,0.0,104.29656250000002,121.62820000000002,127.48016250000002,810.9313499999995
2026/2027,Katsina,22,cases,4892.638008167001,52.60685000000001,0.0,35.27521250000001,52.60685000000001,58.45881250000001,741.9099999999995
2026/2027,Katsina,23,cases,3185.218078315,34.24825,0.0,16.9166125,34.24825,40.1002125,723.5513999999995
2026/2027,Katsina,24,cases,6862.077600105,73.78275,0.0,56.4511125,73.78275,79.63471249999999,763.0858999999995
2026/2027,Katsina,25,cases,17326.374506259002,186.29745000000003,0.0,168.96581250000003,186.29745000000003,192.14941250000004,875.6005999999995
2026/2027,Katsina,26,cases,44459.815823878,478.0429,193.1186,460.7112625,478.0429,483.8948625,1167.3460499999997
2026/2027,Katsina,27,cases,57840.52186740101,621.91555,336.99125000000004,604.5839125,621.91555,627.7675125000001,1311.2186999999994
2026/2027,Katsina,28,cases,106351.742196973,1143.52015,858.59585,1126.1885125,1143.52015,1149.3721125,1832.8233
2026/2027,Katsina,29,cases,124557.15160834402,1339.2692000000002,1054.3449,1321.9375625000002,1339.2692000000002,1345.1211625,2028.57235
2026/2027,Katsina,30,cases,63961.214866185015,687.7267500000002,402.80245000000014,670.3951125000001,687.7267500000002,693.5787125000002,1377.0298999999995
2026/2027,Katsina,31,cases,36331.542366574,390.6457,105.72140000000002,373.3140625,390.6457,396.4976625000001,1079.9488499999995
2026/2027,Katsina,32,cases,5119.427823237,55.04535,0.0,37.7137125,55.04535,60.8973125,744.3484999999995
2026/2027,Katsina,33,cases,1522.8073471520004,16.373600000000003,0.0,0.0,16.373600000000003,22.2255625,705.6767499999995
2026/2027,Katsina,34,cases,953.307755764,10.2502,0.0,0.0,10.2502,16.102162500000002,699.5533499999995
2026/2027,Katsina,35,cases,658.5600494199999,7.081,0.0,0.0,7.081,12.9329625,696.3841499999995
2026/2027,Katsina,36,cases,1134.609402472,12.1996,0.0,0.0,12.1996,18.051562500000003,701.5027499999995
2026/2027,Katsina,37,cases,915.608657327,9.84485,0.0,0.0,9.84485,15.696812500000002,699.1479999999995
2026/2027,Katsina,38,cases,571.094606901,6.140550000000001,0.0,0.0,6.140550000000001,11.992512500000002,695.4436999999995
2026/2027,Katsina,39,cases,806.9801955670002,8.676850000000002,0.0,0.0,8.676850000000002,14.528812500000004,697.9799999999996
2026/2027,Katsina,40,cases,910.963116518,9.7949,0.0,0.0,9.7949,15.6468625,699.0980499999995
2026/2027,Katsina,41,cases,838.0574220200001,9.011,0.0,0.0,9.011,14.862962500000002,698.3141499999995
2026/2027,Katsina,42,cases,819.7031181429999,8.813649999999999,0.0,0.0,8.813649999999999,14.6656125,698.1167999999996
2026/2027,Katsina,43,cases,1026.478511149,11.03695,0.0,0.0,11.03695,16.888912500000004,700.3400999999996
2026/2027,Katsina,44,cases,581.4273313030001,6.251650000000001,0.0,0.0,6.251650000000001,12.1036125,695.5547999999995
2026/2027,Katsina,45,cases,916.236433112,9.8516,0.0,0.0,9.8516,15.7035625,699.1547499999995
2026/2027,Katsina,46,cases,981.729723156,10.5558,0.0,0.0,10.5558,16.407762500000004,699.8589499999995
2026/2027,Katsina,47,cases,702.96937347,7.5585,0.0,0.0,7.5585,13.4104625,696.8616499999995
2026/2027,Katsina,48,cases,396.8612505130001,4.267150000000001,0.0,0.0,4.267150000000001,10.119112500000002,693.5702999999995
2026/2027,Katsina,49,cases,939.9663577850002,10.106750000000002,0.0,0.0,10.106750000000002,15.958712500000004,699.4098999999995
2026/2027,Katsina,50,cases,762.115152799,8.19445,0.0,0.0,8.19445,14.0464125,697.4975999999995
2026/2027,Katsina,51,cases,721.3376279199999,7.756,0.0,0.0,7.756,13.6079625,697.0591499999995
2026/2027,Katsina,52,cases,1019.83338821,10.9655,0.0,0.0,10.9655,16.8174625,700.2686499999995
2026/2027,Kebbi,1,cases,1683.8026991850002,28.05585,0.0,10.7242125,28.05585,33.9078125,717.3589999999995
2026/2027,Kebbi,2,cases,653.944428015,10.89615,0.0,0.0,10.89615,16.748112499999998,700.1992999999995
2026/2027,Kebbi,3,cases,527.51151095,8.7895,0.0,0.0,8.7895,14.6414625,698.0926499999995
2026/2027,Kebbi,4,cases,666.7458621449999,11.10945,0.0,0.0,11.10945,16.9614125,700.4125999999995
2026/2027,Kebbi,5,cases,611.1049358350001,10.18235,0.0,0.0,10.18235,16.034312500000002,699.4854999999995
2026/2027,Kebbi,6,cases,475.66360216,7.9256,0.0,0.0,7.9256,13.777562500000002,697.2287499999995
2026/2027,Kebbi,7,cases,606.951821715,10.11315,0.0,0.0,10.11315,15.965112500000002,699.4162999999995
2026/2027,Kebbi,8,cases,636.6027759200001,10.607200000000002,0.0,0.0,10.607200000000002,16.459162500000005,699.9103499999995
2026/2027,Kebbi,9,cases,518.680141835,8.64235,0.0,0.0,8.64235,14.4943125,697.9454999999995
2026/2027,Kebbi,10,cases,538.071343745,8.96545,0.0,0.0,8.96545,14.8174125,698.2685999999995
2026/2027,Kebbi,11,cases,589.5651575450001,9.82345,0.0,0.0,9.82345,15.675412500000002,699.1265999999995
2026/2027,Kebbi,12,cases,1155.09386704,19.2464,0.0,1.914762500000002,19.2464,25.0983625,708.5495499999995
2026/2027,Kebbi,13,cases,2727.3026298850004,45.44285000000001,0.0,28.111212500000008,45.44285000000001,51.294812500000006,734.7459999999995
2026/2027,Kebbi,14,cases,7163.884793405,119.36605,0.0,102.0344125,119.36605,125.2180125,808.6691999999995
2026/2027,Kebbi,15,cases,19543.651806415,325.64015,40.71584999999999,308.3085125,325.64015,331.4921125,1014.9432999999996
2026/2027,Kebbi,16,cases,59687.38581869001,994.5229000000002,709.5986000000001,977.1912625000002,994.5229000000002,1000.3748625000002,1683.8260499999997
2026/2027,Kebbi,17,cases,71380.21455271,1189.3511,904.4267999999998,1172.0194625,1189.3511,1195.2030624999998,1878.6542499999996
2026/2027,Kebbi,18,cases,100092.081836985,1667.75385,1382.82955,1650.4222125,1667.75385,1673.6058125,2357.057
2026/2027,Kebbi,19,cases,96600.975308035,1609.58435,1324.66005,1592.2527125,1609.58435,1615.4363124999998,2298.8875
2026/2027,Kebbi,20,cases,32122.570244055005,535.2325500000001,250.30825000000004,517.9009125,535.2325500000001,541.0845125000001,1224.5356999999997
2026/2027,Kebbi,21,cases,5610.218004655001,93.47855,0.0,76.14691250000001,93.47855,99.3305125,782.7816999999995
2026/2027,Kebbi,22,cases,2567.305708895,42.77695,0.0,25.4453125,42.77695,48.6289125,732.0800999999994
2026/2027,Kebbi,23,cases,2989.305915240001,49.808400000000006,0.0,32.47676250000001,49.808400000000006,55.660362500000005,739.1115499999995
2026/2027,Kebbi,24,cases,3641.812957660001,60.68060000000001,0.0,43.34896250000001,60.68060000000001,66.53256250000001,749.9837499999995
2026/2027,Kebbi,25,cases,7805.048792925001,130.04925000000003,0.0,112.71761250000004,130.04925000000003,135.90121250000004,819.3523999999995
2026/2027,Kebbi,26,cases,21616.001737805,360.17005,75.24574999999999,342.8384125,360.17005,366.0220125,1049.4731999999997
2026/2027,Kebbi,27,cases,36176.79883689,602.7849000000001,317.8606000000001,585.4532625000002,602.7849000000001,608.6368625000001,1292.0880499999996
2026/2027,Kebbi,28,cases,45801.46076169,763.1529,478.2286,745.8212625000001,763.1529,769.0048625000001,1452.4560499999995
2026/2027,Kebbi,29,cases,47952.098694725006,798.9872500000001,514.0629500000001,781.6556125000002,798.9872500000001,804.8392125000001,1488.2903999999996
2026/2027,Kebbi,30,cases,49181.20741709001,819.4669000000001,534.5426000000001,802.1352625000002,819.4669000000001,825.3188625000001,1508.7700499999996
2026/2027,Kebbi,31,cases,17181.640169985,286.28385000000003,1.359550000000013,268.95221250000003,286.28385000000003,292.13581250000004,975.5869999999996
2026/2027,Kebbi,32,cases,5092.297066485,84.84885,0.0,67.5172125,84.84885,90.7008125,774.1519999999995
2026/2027,Kebbi,33,cases,1526.2814423200002,25.431200000000004,0.0,8.099562500000005,25.431200000000004,31.283162500000003,714.7343499999995
2026/2027,Kebbi,34,cases,693.51604355,11.5555,0.0,0.0,11.5555,17.4074625,700.8586499999996
2026/2027,Kebbi,35,cases,469.42192776,7.8216,0.0,0.0,7.8216,13.6735625,697.1247499999995
2026/2027,Kebbi,36,cases,489.008181995,8.14795,0.0,0.0,8.14795,13.9999125,697.4510999999995
2026/2027,Kebbi,37,cases,569.891879965,9.49565,0.0,0.0,9.49565,15.3476125,698.7987999999995
2026/2027,Kebbi,38,cases,505.00547345,8.4145,0.0,0.0,8.4145,14.2664625,697.7176499999995
2026/2027,Kebbi,39,cases,383.427858875,6.38875,0.0,0.0,6.38875,12.2407125,695.6918999999995
2026/2027,Kebbi,40,cases,505.935723,8.43,0.0,0.0,8.43,14.2819625,697.7331499999995
2026/2027,Kebbi,41,cases,399.950291205,6.6640500000000005,0.0,0.0,6.6640500000000005,12.516012500000002,695.9671999999995
2026/2027,Kebbi,42,cases,628.935719145,10.47945,0.0,0.0,10.47945,16.3314125,699.7825999999995
2026/2027,Kebbi,43,cases,517.7498922850001,8.626850000000001,0.0,0.0,8.626850000000001,14.478812500000002,697.9299999999995
2026/2027,Kebbi,44,cases,519.766433245,8.66045,0.0,0.0,8.66045,14.512412500000002,697.9635999999995
2026/2027,Kebbi,45,cases,914.2162488850004,15.232850000000004,0.0,0.0,15.232850000000004,21.084812500000005,704.5359999999995
2026/2027,Kebbi,46,cases,729.3786641050001,12.15305,0.0,0.0,12.15305,18.0050125,701.4561999999995
2026/2027,Kebbi,47,cases,840.33342898,14.0018,0.0,0.0,14.0018,19.8537625,703.3049499999995
2026/2027,Kebbi,48,cases,750.150236315,12.49915,0.0,0.0,12.49915,18.3511125,701.8022999999995
2026/2027,Kebbi,49,cases,585.35502813,9.7533,0.0,0.0,9.7533,15.605262500000002,699.0564499999995
2026/2027,Kebbi,50,cases,442.063588575,7.36575,0.0,0.0,7.36575,13.2177125,696.6688999999996
2026/2027,Kebbi,51,cases,476.608855735,7.94135,0.0,0.0,7.94135,13.7933125,697.2444999999996
2026/2027,Kebbi,52,cases,623.654302345,10.39145,0.0,0.0,10.39145,16.2434125,699.6945999999995
2026/2027,Kogi,1,cases,1662.6102605909998,32.89865,0.0,15.567012499999995,32.89865,38.7506125,722.2017999999995
2026/2027,Kogi,2,cases,450.901728081,8.92215,0.0,0.0,8.92215,14.7741125,698.2252999999995
2026/2027,Kogi,3,cases,639.4110600150001,12.652250000000002,0.0,0.0,12.652250000000002,18.5042125,701.9553999999995
2026/2027,Kogi,4,cases,320.84893732500007,6.348750000000001,0.0,0.0,6.348750000000001,12.200712500000002,695.6518999999995
2026/2027,Kogi,5,cases,389.104668729,7.69935,0.0,0.0,7.69935,13.551312500000002,697.0024999999995
2026/2027,Kogi,6,cases,405.15532791300006,8.016950000000001,0.0,0.0,8.016950000000001,13.868912500000002,697.3200999999995
2026/2027,Kogi,7,cases,274.258563579,5.42685,0.0,0.0,5.42685,11.2788125,694.7299999999994
2026/2027,Kogi,8,cases,504.78716685600006,9.9884,0.0,0.0,9.9884,15.8403625,699.2915499999995
2026/2027,Kogi,9,cases,632.9321730270001,12.52405,0.0,0.0,12.52405,18.3760125,701.8271999999995
2026/2027,Kogi,10,cases,766.6893508050001,15.170750000000002,0.0,0.0,15.170750000000002,21.022712500000004,704.4738999999995
2026/2027,Kogi,11,cases,1015.002044028,20.084200000000003,0.0,2.752562500000004,20.084200000000003,25.9361625,709.3873499999995
2026/2027,Kogi,12,cases,2992.899607677,59.22155,0.0,41.8899125,59.22155,65.0735125,748.5246999999995
2026/2027,Kogi,13,cases,13045.610399787,258.13805,0.0,240.8064125,258.13805,263.99001250000003,947.4411999999996
2026/2027,Kogi,14,cases,32661.997306029007,646.2943500000001,361.3700500000001,628.9627125000002,646.2943500000001,652.1463125000001,1335.5974999999996
2026/2027,Kogi,15,cases,70732.40977164601,1399.6069000000002,1114.6826,1382.2752625000005,1399.6069000000002,1405.4588625,2088.9100499999995
2026/2027,Kogi,16,cases,117953.63607913202,2333.9898000000003,2049.0655,2316.6581625000003,2333.9898000000003,2339.8417625,3023.29295
