season,state,region,zone,epi_week_of_season,population,cases_per_100k,cases_q05,cases_q25,cases_q50,cases_q75,cases_q95,cases,cases_q05_count,cases_q25_count,cases_q50_count,cases_q75_count,cases_q95_count
2026/2027,Imo,South,SE,12,6067722,238.81660000000005,0.0,221.48496250000005,238.81660000000005,244.66856250000006,928.1197499999996,14490.727377852003,0.0,13439.091796304252,14490.727377852003,14845.808193896253,56315.726257094975
2026/2027,Imo,South,SE,13,6067722,884.13985,599.21555,866.8082125000001,884.13985,889.9918125,1573.4429999999995,53647.148189217005,36358.733754771,52595.51260766926,53647.148189217005,54002.22900526125,95472.14706845996
2026/2027,Imo,South,SE,14,6067722,2132.3484500000004,1847.4241500000003,2115.0168125000005,2132.3484500000004,2138.2004125000003,2821.6516,129384.97601730902,112096.56158286303,128333.34043576127,129384.97601730902,129740.05683335327,171209.974896552
2026/2027,Imo,South,SE,15,6067722,2820.99515,2536.07085,2803.6635125000003,2820.99515,2826.8471125,3510.2982999999995,171170.143335483,153881.72890103702,170118.50775393526,171170.143335483,171525.22415152725,212995.14221472596
2026/2027,Imo,South,SE,16,6067722,2919.38,2634.4557,2902.0483625,2919.38,2925.2319625,3608.68315,177139.8625236,159851.448089154,176088.22694205228,177139.8625236,177494.94333964423,218964.86140284297
2026/2027,Imo,South,SE,17,6067722,1346.94815,1062.02385,1329.6165125,1346.94815,1352.8001124999998,2036.2512999999994,81729.069226143,64440.65479169701,80677.43364459525,81729.069226143,82084.15004218725,123554.06810538597
2026/2027,Imo,South,SE,18,6067722,460.44115,175.51684999999998,443.1095125,460.44115,466.2931125,1149.7442999999994,27938.288955603,10649.874521156999,26886.653374055248,27938.288955603,28293.36977164725,69763.28783484596
2026/2027,Imo,South,SE,19,6067722,74.0457,0.0,56.7140625,74.0457,79.8976625,763.3488499999995,4492.8872289539995,0.0,3441.2516474062495,4492.8872289539995,4847.96804499825,46317.88610819697
2026/2027,Imo,South,SE,20,6067722,14.851600000000001,0.0,0.0,14.851600000000001,20.703562500000004,704.1547499999995,901.1538005520001,0.0,0.0,901.1538005520001,1256.2346165962501,42726.15267979497
2026/2027,Imo,South,SE,21,6067722,10.34795,0.0,0.0,10.34795,16.199912500000003,699.6510999999995,627.884838699,0.0,0.0,627.884838699,982.9656547432502,42452.883717941964
2026/2027,Imo,South,SE,22,6067722,10.59365,0.0,0.0,10.59365,16.445612500000003,699.8967999999995,642.793231653,0.0,0.0,642.793231653,997.8740476972503,42467.79211089597
2026/2027,Imo,South,SE,23,6067722,22.97805,0.0,5.6464125,22.97805,28.830012500000002,712.2811999999996,1394.244195021,0.0,342.60861347325005,1394.244195021,1749.32501106525,43219.24307426397
2026/2027,Imo,South,SE,24,6067722,59.161950000000004,0.0,41.830312500000005,59.161950000000004,65.0139125,748.4650999999996,3589.7826557790004,0.0,2538.1470742312504,3589.7826557790004,3944.86347182325,45414.781535021975
2026/2027,Imo,South,SE,25,6067722,72.0838,0.0,54.7521625,72.0838,77.9357625,761.3869499999995,4373.844591036,0.0,3322.20900948825,4373.844591036,4728.92540708025,46198.84347027897
2026/2027,Imo,South,SE,26,6067722,227.42665,0.0,210.0950125,227.42665,233.2786125,916.7297999999995,13799.616875913,0.0,12747.981294365249,13799.616875913,14154.69769195725,55624.61575515597
2026/2027,Imo,South,SE,27,6067722,227.2631,0.0,209.9314625,227.2631,233.11506250000002,916.5662499999995,13789.693116582,0.0,12738.057535034251,13789.693116582,14144.773932626253,55614.691995824964
2026/2027,Imo,South,SE,28,6067722,427.80060000000003,142.87630000000001,410.46896250000003,427.80060000000003,433.65256250000004,1117.1037499999995,25957.751122332,8669.336687886002,24906.115540784253,25957.751122332,26312.831938376254,67782.75000157497
2026/2027,Imo,South,SE,29,6067722,765.30425,480.37995,747.9726125,765.30425,771.1562125,1454.6073999999994,46436.534344185,29148.119909738998,45384.898762637255,46436.534344185,46791.61516022925,88261.53322342796
2026/2027,Imo,South,SE,30,6067722,320.55425,35.62995000000001,303.2226125,320.55425,326.40621250000004,1009.8573999999995,19450.340749185,2161.9263147390006,18398.70516763725,19450.340749185,19805.42156522925,61275.33962842797
2026/2027,Imo,South,SE,31,6067722,168.1511,0.0,150.81946250000001,168.1511,174.00306250000003,857.4542499999995,10202.941287942002,0.0,9151.30570639425,10202.941287942002,10558.022103986252,52027.94016718497
2026/2027,Imo,South,SE,32,6067722,29.83245,0.0,12.500812500000002,29.83245,35.6844125,719.1355999999995,1810.150131789,0.0,758.51455024125,1810.150131789,2165.23094783325,43635.14901103197
2026/2027,Imo,South,SE,33,6067722,10.57215,0.0,0.0,10.57215,16.4241125,699.8752999999995,641.488671423,0.0,0.0,641.488671423,996.5694874672499,42466.48755066597
2026/2027,Imo,South,SE,34,6067722,5.8843,0.0,0.0,5.8843,11.7362625,695.1874499999996,357.04296564599997,0.0,0.0,357.04296564599997,712.12378169025,42182.041844888976
2026/2027,Imo,South,SE,35,6067722,8.0624,0.0,0.0,8.0624,13.914362500000001,697.3655499999995,489.20401852800006,0.0,0.0,489.20401852800006,844.2848345722501,42314.20289777097
2026/2027,Imo,South,SE,36,6067722,5.4084,0.0,0.0,5.4084,11.260362500000001,694.7115499999995,328.166676648,0.0,0.0,328.166676648,683.24749269225,42153.16555589097
2026/2027,Imo,South,SE,37,6067722,5.47175,0.0,0.0,5.47175,11.323712500000001,694.7748999999995,332.01057853500004,0.0,0.0,332.01057853500004,687.09139457925,42157.009457777975
2026/2027,Imo,South,SE,38,6067722,4.89705,0.0,0.0,4.89705,10.749012500000001,694.2001999999995,297.139380201,0.0,0.0,297.139380201,652.22019624525,42122.13825944397
2026/2027,Imo,South,SE,39,6067722,5.83925,0.0,0.0,5.83925,11.6912125,695.1423999999995,354.30945688500003,0.0,0.0,354.30945688500003,709.39027292925,42179.30833612797
2026/2027,Imo,South,SE,40,6067722,4.372850000000001,0.0,0.0,4.372850000000001,10.224812500000002,693.6759999999995,265.33238147700007,0.0,0.0,265.33238147700007,620.4131975212501,42090.33126071997
2026/2027,Imo,South,SE,41,6067722,7.7562999999999995,0.0,0.0,7.7562999999999995,13.6082625,697.0594499999995,470.63072148599997,0.0,0.0,470.63072148599997,825.71153753025,42295.62960072897
2026/2027,Imo,South,SE,42,6067722,4.856350000000001,0.0,0.0,4.856350000000001,10.708312500000002,694.1594999999995,294.66981734700005,0.0,0.0,294.66981734700005,649.7506333912501,42119.66869658997
2026/2027,Imo,South,SE,43,6067722,5.223350000000001,0.0,0.0,5.223350000000001,11.075312500000003,694.5264999999995,316.93835708700004,0.0,0.0,316.93835708700004,672.0191731312501,42141.93723632997
2026/2027,Imo,South,SE,44,6067722,5.4452,0.0,0.0,5.4452,11.2971625,694.7483499999995,330.39959834399997,0.0,0.0,330.39959834399997,685.4804143882501,42155.39847758697
2026/2027,Imo,South,SE,45,6067722,6.86975,0.0,0.0,6.86975,12.7217125,696.1728999999995,416.837332095,0.0,0.0,416.837332095,771.91814813925,42241.83621133797
2026/2027,Imo,South,SE,46,6067722,4.7429,0.0,0.0,4.7429,10.594862500000001,694.0460499999995,287.78598673799996,0.0,0.0,287.78598673799996,642.8668027822501,42112.78486598097
2026/2027,Imo,South,SE,47,6067722,6.2938,0.0,0.0,6.2938,12.1457625,695.5969499999995,381.890287236,0.0,0.0,381.890287236,736.97110328025,42206.88916647897
2026/2027,Imo,South,SE,48,6067722,4.27085,0.0,0.0,4.27085,10.122812500000002,693.5739999999995,259.143305037,0.0,0.0,259.143305037,614.2241210812501,42084.14218427997
2026/2027,Imo,South,SE,49,6067722,6.2920500000000015,0.0,0.0,6.2920500000000015,12.144012500000002,695.5951999999995,381.7841021010001,0.0,0.0,381.7841021010001,736.86491814525,42206.78298134397
2026/2027,Imo,South,SE,50,6067722,4.87195,0.0,0.0,4.87195,10.7239125,694.1750999999995,295.616381979,0.0,0.0,295.616381979,650.69719802325,42120.61526122197
2026/2027,Imo,South,SE,51,6067722,6.708500000000001,0.0,0.0,6.708500000000001,12.560462500000002,696.0116499999995,407.0531303700001,0.0,0.0,407.0531303700001,762.1339464142501,42232.05200961296
2026/2027,Imo,South,SE,52,6067722,4.2214,0.0,0.0,4.2214,10.073362500000002,693.5245499999995,256.142816508,0.0,0.0,256.142816508,611.2236325522501,42081.14169575097
2026/2027,Jigawa,North,NW,1,6979080,22.093450000000004,0.0,4.761812500000005,22.093450000000004,27.945412500000003,711.3965999999995,1541.9195502600003,0.0,332.33070382500034,1541.9195502600003,1950.3326947050002,49648.93783127997
2026/2027,Jigawa,North,NW,2,6979080,10.025500000000001,0.0,0.0,10.025500000000001,15.877462500000002,699.3286499999995,699.6876654,0.0,0.0,699.6876654,1108.100809845,48806.70594641996
2026/2027,Jigawa,North,NW,3,6979080,6.6307,0.0,0.0,6.6307,12.4826625,695.9338499999996,462.76185755999995,0.0,0.0,462.76185755999995,871.175002005,48569.78013857997
2026/2027,Jigawa,North,NW,4,6979080,13.629050000000001,0.0,0.0,13.629050000000001,19.481012500000002,702.9321999999995,951.1823027400001,0.0,0.0,951.1823027400001,1359.5954471850002,49058.200583759965
2026/2027,Jigawa,North,NW,5,6979080,12.012400000000001,0.0,0.0,12.012400000000001,17.864362500000002,701.3155499999995,838.35500592,0.0,0.0,838.35500592,1246.768150365,48945.37328693996
2026/2027,Jigawa,North,NW,6,6979080,12.650200000000002,0.0,0.0,12.650200000000002,18.502162500000004,701.9533499999995,882.8675781600001,0.0,0.0,882.8675781600001,1291.2807226050004,48989.885859179965
2026/2027,Jigawa,North,NW,7,6979080,9.845749999999999,0.0,0.0,9.845749999999999,15.6977125,699.1488999999995,687.1427691,0.0,0.0,687.1427691,1095.555913545,48794.16105011996
2026/2027,Jigawa,North,NW,8,6979080,11.114149999999999,0.0,0.0,11.114149999999999,16.9661125,700.4172999999995,775.6654198199999,0.0,0.0,775.6654198199999,1184.078564265,48882.68370083997
2026/2027,Jigawa,North,NW,9,6979080,10.9206,0.0,0.0,10.9206,16.7725625,700.2237499999995,762.1574104800001,0.0,0.0,762.1574104800001,1170.570554925,48869.175691499964
2026/2027,Jigawa,North,NW,10,6979080,8.803450000000002,0.0,0.0,8.803450000000002,14.655412500000002,698.1065999999995,614.3998182600001,0.0,0.0,614.3998182600001,1022.8129627050002,48721.41809927997
2026/2027,Jigawa,North,NW,11,6979080,12.593,0.0,0.0,12.593,18.444962500000003,701.8961499999995,878.8755444,0.0,0.0,878.8755444,1287.288688845,48985.89382541996
2026/2027,Jigawa,North,NW,12,6979080,27.5588,0.0,10.227162500000002,27.5588,33.410762500000004,716.8619499999995,1923.35069904,0.0,713.7618526050002,1923.35069904,2331.7638434850005,50030.36898005997
2026/2027,Jigawa,North,NW,13,6979080,33.812,0.0,16.4803625,33.812,39.6639625,723.1151499999995,2359.7665296,0.0,1150.177683165,2359.7665296,2768.1796740449995,50466.78481061997
2026/2027,Jigawa,North,NW,14,6979080,110.16375,0.0,92.8321125,110.16375,116.01571249999999,799.4668999999994,7688.416243499999,0.0,6478.827397065,7688.416243499999,8096.829387945,55795.43452451996
2026/2027,Jigawa,North,NW,15,6979080,424.74780000000004,139.82350000000002,407.41616250000004,424.74780000000004,430.59976250000005,1114.0509499999996,29643.48876024,9758.3939238,28433.899913805002,29643.48876024,30051.901904685004,77750.50704125997
2026/2027,Jigawa,North,NW,16,6979080,835.8643500000001,550.94005,818.5327125000001,835.8643500000001,841.7163125000001,1525.1674999999996,58335.641677980006,38450.54684154,57126.05283154501,58335.641677980006,58744.054822425,106442.65995899998
2026/2027,Jigawa,North,NW,17,6979080,1753.3402500000002,1468.41595,1736.0086125000003,1753.3402500000002,1759.1922125,2442.6434,122367.0187197,102481.92388326,121157.42987326502,122367.0187197,122775.43186414501,170474.03700071998
2026/2027,Jigawa,North,NW,18,6979080,1823.0286000000003,1538.1043000000004,1805.6969625000004,1823.0286000000003,1828.8805625000002,2512.33175,127230.62441688002,107345.52958044002,126021.03557044502,127230.62441688002,127639.03756132502,175337.64269789998
2026/2027,Jigawa,North,NW,19,6979080,2186.23925,1901.31495,2168.9076125,2186.23925,2192.0912125,2875.5423999999994,152579.3862489,132694.29141246,151369.79740246502,152579.3862489,152987.799393345,200686.40452991996
2026/2027,Jigawa,North,NW,20,6979080,717.0694000000001,432.14510000000007,699.7377625000001,717.0694000000001,722.9213625000001,1406.3725499999996,50044.847081520005,30159.752245080002,48835.25823508501,50044.847081520005,50453.260225965,98151.86536253997
2026/2027,Jigawa,North,NW,21,6979080,121.49285,0.0,104.1612125,121.49285,127.3448125,810.7959999999995,8479.08319578,0.0,7269.494349345,8479.08319578,8887.496340225,56586.101476799966
2026/2027,Jigawa,North,NW,22,6979080,57.08955,0.0,39.7579125,57.08955,62.9415125,746.3926999999995,3984.3253661400004,0.0,2774.7365197050003,3984.3253661400004,4392.738510585,52091.34364715997
2026/2027,Jigawa,North,NW,23,6979080,50.74365,0.0,33.4120125,50.74365,56.5956125,740.0467999999995,3541.43992842,0.0,2331.8510819850003,3541.43992842,3949.8530728650003,51648.45820943997
2026/2027,Jigawa,North,NW,24,6979080,98.08565,0.0,80.7540125,98.08565,103.9376125,787.3887999999995,6845.475982020001,0.0,5635.887135585001,6845.475982020001,7253.889126465,54952.49426303996
2026/2027,Jigawa,North,NW,25,6979080,179.9595,0.0,162.6278625,179.9595,185.8114625,869.2626499999994,12559.5174726,0.0,11349.928626165,12559.5174726,12967.930617045,60666.53575361996
2026/2027,Jigawa,North,NW,26,6979080,276.8127,0.0,259.4810625,276.8127,282.6646625,966.1158499999995,19318.97978316,0.0,18109.390936725,19318.97978316,19727.392927605,67425.99806417996
2026/2027,Jigawa,North,NW,27,6979080,432.38595,147.46164999999996,415.0543125,432.38595,438.2379125,1121.6890999999996,30176.561359259995,10291.466522819997,28966.972512825,30176.561359259995,30584.974503705,78283.57964027998
2026/2027,Jigawa,North,NW,28,6979080,920.5836000000002,635.6593000000001,903.2519625000002,920.5836000000002,926.4355625000002,1609.8867499999997,64248.265910880014,44363.17107444001,63038.677064445015,64248.265910880014,64656.67905532501,112355.28419189996
2026/2027,Jigawa,North,NW,29,6979080,1067.9174,782.9931,1050.5857625,1067.9174,1073.7693625,1757.2205499999995,74530.80967992,54645.714843480004,73321.220833485,74530.80967992,74939.222824365,122637.82796093996
2026/2027,Jigawa,North,NW,30,6979080,906.7966,621.8723,889.4649625,906.7966,912.6485625,1596.0997499999994,63286.060151280006,43400.96531484,62076.471304845,63286.060151280006,63694.473295725,111393.07843229995
2026/2027,Jigawa,North,NW,31,6979080,303.4351500000001,18.51085000000006,286.1035125000001,303.4351500000001,309.2871125000001,992.7382999999995,21176.981866620008,1291.8870301800043,19967.393020185005,21176.981866620008,21585.395011065008,69284.00014763998
2026/2027,Jigawa,North,NW,32,6979080,98.69835,0.0,81.3667125,98.69835,104.5503125,788.0014999999995,6888.23680518,0.0,5678.647958745,6888.23680518,7296.649949625,54995.25508619997
2026/2027,Jigawa,North,NW,33,6979080,29.38395,0.0,12.0523125,29.38395,35.2359125,718.6870999999995,2050.72937766,0.0,841.140531225,2050.72937766,2459.142522105,50157.747658679975
2026/2027,Jigawa,North,NW,34,6979080,8.75075,0.0,0.0,8.75075,14.6027125,698.0538999999995,610.7218431,0.0,0.0,610.7218431,1019.1349875450001,48717.74012411997
2026/2027,Jigawa,North,NW,35,6979080,7.78885,0.0,0.0,7.78885,13.640812500000001,697.0919999999995,543.59007258,0.0,0.0,543.59007258,952.003217025,48650.60835359997
2026/2027,Jigawa,North,NW,36,6979080,9.1433,0.0,0.0,9.1433,14.9952625,698.4464499999995,638.11822164,0.0,0.0,638.11822164,1046.531366085,48745.13650265996
2026/2027,Jigawa,North,NW,37,6979080,8.1766,0.0,0.0,8.1766,14.028562500000001,697.4797499999995,570.65145528,0.0,0.0,570.65145528,979.0645997250001,48677.66973629996
2026/2027,Jigawa,North,NW,38,6979080,10.35885,0.0,0.0,10.35885,16.210812500000003,699.6619999999995,722.95242858,0.0,0.0,722.95242858,1131.3655730250002,48829.97070959996
2026/2027,Jigawa,North,NW,39,6979080,13.170000000000002,0.0,0.0,13.170000000000002,19.0219625,702.4731499999995,919.144836,0.0,0.0,919.144836,1327.557980445,49026.16311701996
2026/2027,Jigawa,North,NW,40,6979080,8.517,0.0,0.0,8.517,14.3689625,697.8201499999996,594.4082436,0.0,0.0,594.4082436,1002.8213880449999,48701.42652461997
2026/2027,Jigawa,North,NW,41,6979080,6.40575,0.0,0.0,6.40575,12.2577125,695.7088999999995,447.0624171,0.0,0.0,447.0624171,855.4755615450001,48554.080698119964
2026/2027,Jigawa,North,NW,42,6979080,8.35795,0.0,0.0,8.35795,14.209912500000002,697.6610999999995,583.3080168600001,0.0,0.0,583.3080168600001,991.721161305,48690.32629787996
2026/2027,Jigawa,North,NW,43,6979080,7.7654499999999995,0.0,0.0,7.7654499999999995,13.6174125,697.0685999999995,541.95696786,0.0,0.0,541.95696786,950.370112305,48648.975248879964
2026/2027,Jigawa,North,NW,44,6979080,6.866300000000001,0.0,0.0,6.866300000000001,12.718262500000002,696.1694499999995,479.2045700400001,0.0,0.0,479.2045700400001,887.6177144850001,48586.222851059974
2026/2027,Jigawa,North,NW,45,6979080,7.840450000000001,0.0,0.0,7.840450000000001,13.692412500000001,697.1435999999995,547.19127786,0.0,0.0,547.19127786,955.6044223050001,48654.209558879964
2026/2027,Jigawa,North,NW,46,6979080,8.77385,0.0,0.0,8.77385,14.6258125,698.0769999999995,612.33401058,0.0,0.0,612.33401058,1020.747155025,48719.35229159997
2026/2027,Jigawa,North,NW,47,6979080,9.98675,0.0,0.0,9.98675,15.838712500000002,699.2898999999995,696.9832719,0.0,0.0,696.9832719,1105.396416345,48804.001552919966
2026/2027,Jigawa,North,NW,48,6979080,11.815949999999999,0.0,0.0,11.815949999999999,17.6679125,701.1190999999995,824.6446032599999,0.0,0.0,824.6446032599999,1233.057747705,48931.66288427997
2026/2027,Jigawa,North,NW,49,6979080,12.00765,0.0,0.0,12.00765,17.8596125,701.3107999999995,838.0234996199999,0.0,0.0,838.0234996199999,1246.436644065,48945.041780639964
2026/2027,Jigawa,North,NW,50,6979080,10.543750000000001,0.0,0.0,10.543750000000001,16.395712500000002,699.8468999999996,735.8567475,0.0,0.0,735.8567475,1144.2698919450002,48842.875028519964
2026/2027,Jigawa,North,NW,51,6979080,7.6255500000000005,0.0,0.0,7.6255500000000005,13.477512500000001,696.9286999999995,532.19323494,0.0,0.0,532.19323494,940.606379385,48639.211515959956
2026/2027,Jigawa,North,NW,52,6979080,7.5368,0.0,0.0,7.5368,13.388762500000002,696.8399499999995,525.9993014400001,0.0,0.0,525.9993014400001,934.4124458850001,48633.017582459965
2026/2027,Kaduna,North,NW,1,8324285,22.3851,0.0,5.053462500000002,22.3851,28.2370625,711.6882499999995,1863.3995215350003,0.0,420.6646208681252,1863.3995215350003,2350.533558128125,59242.95824151245
2026/2027,Kaduna,North,NW,2,8324285,7.5266,0.0,0.0,7.5266,13.378562500000001,696.8297499999995,626.53563481,0.0,0.0,626.53563481,1113.669671403125,58006.09435478746
2026/2027,Kaduna,North,NW,3,8324285,7.0205,0.0,0.0,7.0205,12.872462500000001,696.3236499999995,584.4064284250001,0.0,0.0,584.4064284250001,1071.5404650181251,57963.96514840245
2026/2027,Kaduna,North,NW,4,8324285,11.02295,0.0,0.0,11.02295,16.8749125,700.3260999999995,917.5817734074999,0.0,0.0,917.5817734074999,1404.715810000625,58297.14049338496
2026/2027,Kaduna,North,NW,5,8324285,7.54035,0.0,0.0,7.54035,13.392312500000001,696.8434999999995,627.6802239975,0.0,0.0,627.6802239975,1114.814260590625,58007.23894397496
2026/2027,Kaduna,North,NW,6,8324285,6.2299,0.0,0.0,6.2299,12.0818625,695.5330499999995,518.594631215,0.0,0.0,518.594631215,1005.728667808125,57898.153351192464
2026/2027,Kaduna,North,NW,7,8324285,8.582150000000002,0.0,0.0,8.582150000000002,14.434112500000003,697.8852999999995,714.4026251275002,0.0,0.0,714.4026251275002,1201.5366617206253,58093.96134510495
2026/2027,Kaduna,North,NW,8,8324285,10.38855,0.0,0.0,10.38855,16.2405125,699.6916999999995,864.7725093675001,0.0,0.0,864.7725093675001,1351.9065459606252,58244.331229344956
2026/2027,Kaduna,North,NW,9,8324285,9.36415,0.0,0.0,9.36415,15.216112500000001,698.6672999999995,779.4985338275001,0.0,0.0,779.4985338275001,1266.6325704206251,58159.05725380496
2026/2027,Kaduna,North,NW,10,8324285,19.718600000000002,0.0,2.3869625000000028,19.718600000000002,25.5705625,709.0217499999995,1641.43246201,0.0,198.69756134312522,1641.43246201,2128.566498603125,59020.991181987454
2026/2027,Kaduna,North,NW,11,8324285,23.89035,0.0,6.558712500000002,23.89035,29.742312500000004,713.1934999999995,1988.7008214975003,0.0,545.9659208306251,1988.7008214975003,2475.8348580906254,59368.25954147496
2026/2027,Kaduna,North,NW,12,8324285,36.41755,0.0,19.0859125,36.41755,42.2695125,725.7206999999995,3031.5006520174998,0.0,1588.765751350625,3031.5006520174998,3518.634688610625,60411.05937199496
2026/2027,Kaduna,North,NW,13,8324285,161.27785,0.0,143.9462125,161.27785,167.1298125,850.5809999999994,13425.2278758725,0.0,11982.492975205623,13425.2278758725,13912.361912465627,70804.78659584995
2026/2027,Kaduna,North,NW,14,8324285,721.919,436.99469999999997,704.5873624999999,721.919,727.7709625,1411.2221499999996,60094.59502915,36376.684262894996,58651.86012848312,60094.59502915,60581.72906574312,117474.15374912746
2026/2027,Kaduna,North,NW,15,8324285,1043.9273500000002,759.0030500000001,1026.5957125000002,1043.9273500000002,1049.7793125,1733.2304999999997,86899.48780694752,63181.57704069251,85456.75290628064,86899.48780694752,87386.62184354063,144279.04652692497
2026/2027,Kaduna,North,NW,16,8324285,2412.7402,2127.8159,2395.4085625000002,2412.7402,2418.5921625,3102.04335,200843.37055757,177125.459791315,199400.63565690315,200843.37055757,201330.50459416313,258222.9292775475
2026/2027,Kaduna,North,NW,17,8324285,2368.61985,2083.69555,2351.2882125,2368.61985,2374.4718125,3057.923,197170.6668805725,173452.75611431748,195727.9319799056,197170.6668805725,197657.80091716562,254550.22560054995
2026/2027,Kaduna,North,NW,18,8324285,1408.39025,1123.4659499999998,1391.0586125,1408.39025,1414.2422124999998,2097.693399999999,117238.41832221248,93520.50755595749,115795.68342154562,117238.41832221248,117725.55235880562,174617.97704218994
2026/2027,Kaduna,North,NW,19,8324285,242.8834,0.0,225.5517625,242.8834,248.7353625,932.1865499999994,20218.30643369,0.0,18775.571533023125,20218.30643369,20705.440470283127,77597.86515366744
2026/2027,Kaduna,North,NW,20,8324285,64.45565,0.0,47.124012500000006,64.45565,70.3076125,753.7587999999995,5365.4720046025,0.0,3922.7371039356253,5365.4720046025,5852.606041195625,62745.030724579956
2026/2027,Kaduna,North,NW,21,8324285,25.57645,0.0,8.244812500000002,25.57645,31.4284125,714.8795999999995,2129.0565908825,0.0,686.3216902156252,2129.0565908825,2616.1906274756248,59508.615310859954
2026/2027,Kaduna,North,NW,22,8324285,20.7768,0.0,3.445162500000002,20.7768,26.6287625,710.0799499999995,1729.52004588,0.0,286.78514521312513,1729.52004588,2216.654082473125,59109.078765857455
2026/2027,Kaduna,North,NW,23,8324285,31.10065,0.0,13.769012500000002,31.10065,36.9526125,720.4037999999995,2588.9067428525,0.0,1146.171842185625,2588.9067428525,3076.040779445625,59968.465462829954
2026/2027,Kaduna,North,NW,24,8324285,94.3537,0.0,77.0220625,94.3537,100.2056625,783.6568499999995,7854.270896045001,0.0,6411.535995378126,7854.270896045001,8341.404932638125,65233.82961602246
2026/2027,Kaduna,North,NW,25,8324285,178.3247,0.0,160.9930625,178.3247,184.17666250000002,867.6278499999995,14844.256253395,0.0,13401.521352728127,14844.256253395,15331.390289988127,72223.81497337246
2026/2027,Kaduna,North,NW,26,8324285,213.06685000000002,0.0,195.73521250000002,213.06685000000002,218.91881250000003,902.3699999999995,17736.2918345225,0.0,16293.556933855627,17736.2918345225,18223.42587111563,75115.85055449996
2026/2027,Kaduna,North,NW,27,8324285,842.4791,557.5548,825.1474625000001,842.4791,848.3310625,1531.7822499999995,70130.361349435,46412.45058318,68687.62644876813,70130.361349435,70617.49538602812,127509.92006941246
2026/2027,Kaduna,North,NW,28,8324285,1195.54405,910.61975,1178.2124125,1195.54405,1201.3960124999999,1884.8471999999995,99520.4940225425,75802.5832562875,98077.75912187563,99520.4940225425,100007.6280591356,156900.05274251994
2026/2027,Kaduna,North,NW,29,8324285,716.1266499999999,431.2023499999999,698.7950125,716.1266499999999,721.9786124999999,1405.4297999999994,59612.42330695249,35894.51254069749,58169.68840628562,59612.42330695249,60099.55734354562,116991.98202692995
2026/2027,Kaduna,North,NW,30,8324285,449.0819,164.1576,431.7502625,449.0819,454.93386250000003,1138.3850499999994,37382.857239415,13664.94647316,35940.12233874813,37382.857239415,37869.99127600813,94762.41595939246
2026/2027,Kaduna,North,NW,31,8324285,325.91105000000005,40.98675000000003,308.57941250000005,325.91105000000005,331.76301250000006,1015.2141999999996,27129.764648492503,3411.853882237502,25687.02974782563,27129.764648492503,27616.89868508563,84509.32336846997
2026/2027,Kaduna,North,NW,32,8324285,84.85445,0.0,67.5228125,84.85445,90.7064125,774.1575999999995,7063.526253182499,0.0,5620.791352515625,7063.526253182499,7550.660289775626,64443.08497315996
2026/2027,Kaduna,North,NW,33,8324285,15.670550000000002,0.0,0.0,15.670550000000002,21.522512500000005,704.9736999999996,1304.4612430675002,0.0,0.0,1304.4612430675002,1791.5952796606255,58684.01996304496
2026/2027,Kaduna,North,NW,34,8324285,9.45555,0.0,0.0,9.45555,15.307512500000001,698.7586999999995,787.1069303175001,0.0,0.0,787.1069303175001,1274.240966910625,58166.66565029496
2026/2027,Kaduna,North,NW,35,8324285,7.58685,0.0,0.0,7.58685,13.438812500000001,696.8899999999995,631.5510165225,0.0,0.0,631.5510165225,1118.6850531156251,58011.10973649996
2026/2027,Kaduna,North,NW,36,8324285,6.71115,0.0,0.0,6.71115,12.5631125,696.0142999999995,558.6552527775,0.0,0.0,558.6552527775,1045.789289370625,57938.21397275496
2026/2027,Kaduna,North,NW,37,8324285,8.7137,0.0,0.0,8.7137,14.5656625,698.0168499999995,725.3532220449999,0.0,0.0,725.3532220449999,1212.487258638125,58104.91194202246
2026/2027,Kaduna,North,NW,38,8324285,11.279700000000002,0.0,0.0,11.279700000000002,17.131662500000004,700.5828499999996,938.9543751450002,0.0,0.0,938.9543751450002,1426.0884117381254,58318.513095122464
2026/2027,Kaduna,North,NW,39,8324285,6.441550000000001,0.0,0.0,6.441550000000001,12.293512500000002,695.7446999999995,536.2129804175001,0.0,0.0,536.2129804175001,1023.3470170106251,57915.77170039496
2026/2027,Kaduna,North,NW,40,8324285,4.3091,0.0,0.0,4.3091,10.1610625,693.6122499999994,358.701764935,0.0,0.0,358.701764935,845.835801528125,57738.260484912455
2026/2027,Kaduna,North,NW,41,8324285,6.9208,0.0,0.0,6.9208,12.7727625,696.2239499999995,576.10711628,0.0,0.0,576.10711628,1063.241152873125,57955.66583625746
2026/2027,Kaduna,North,NW,42,8324285,8.34045,0.0,0.0,8.34045,14.192412500000001,697.6435999999995,694.2828282825001,0.0,0.0,694.2828282825001,1181.4168648756252,58073.84154825997
2026/2027,Kaduna,North,NW,43,8324285,8.019100000000002,0.0,0.0,8.019100000000002,13.871062500000003,697.3222499999995,667.532738435,0.0,0.0,667.532738435,1154.6667750281251,58047.091458412455
2026/2027,Kaduna,North,NW,44,8324285,5.234100000000001,0.0,0.0,5.234100000000001,11.0860625,694.5372499999995,435.701401185,0.0,0.0,435.701401185,922.8354377781251,57815.260121162464
